img1,img2,word
D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251104_100723.jpg,D:\Capstone\Final Pictures\Bye\Sign 2\IMG_20251108_103316_1.jpg,Bye
D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251108_115330.jpg,D:\Capstone\Final Pictures\Bye\Sign 2\IMG_20251108_103453.jpg,Bye
D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251108_104952.jpg,D:\Capstone\Final Pictures\Bye\Sign 2\IMG_20251104_095904.jpg,Bye
D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251108_103757.jpg,D:\Capstone\Final Pictures\Bye\Sign 2\IMG_20251106_220409.jpg,Bye
D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251108_102817.jpg,D:\Capstone\Final Pictures\Bye\Sign 2\IMG_20251107_191630.jpg,Bye
D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251108_103620.jpg,D:\Capstone\Final Pictures\Bye\Sign 2\IMG_20251106_232514.jpg,Bye
D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251107_190132.jpg,D:\Capstone\Final Pictures\Bye\Sign 2\IMG_20251104_101931.jpg,Bye
D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251107_191909.jpg,D:\Capstone\Final Pictures\Bye\Sign 2\IMG_20251106_215512.jpg,Bye
D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251107_191056.jpg,D:\Capstone\Final Pictures\Bye\Sign 2\IMG_20251106_221012.jpg,Bye
D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251107_230926.jpg,D:\Capstone\Final Pictures\Bye\Sign 2\IMG_20251107_230800.jpg,Bye
D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251108_104948.jpg,D:\Capstone\Final Pictures\Bye\Sign 2\IMG_20251108_120011.jpg,Bye
D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251104_101030.jpg,D:\Capstone\Final Pictures\Bye\Sign 2\IMG_20251107_232056.jpg,Bye
D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251106_232507.jpg,D:\Capstone\Final Pictures\Bye\Sign 2\IMG_20251107_191058.jpg,Bye
D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251106_230157.jpg,D:\Capstone\Final Pictures\Bye\Sign 2\IMG_20251107_192017.jpg,Bye
D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251106_221004.jpg,D:\Capstone\Final Pictures\Bye\Sign 2\IMG_20251107_231040.jpg,Bye
D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251106_225448.jpg,D:\Capstone\Final Pictures\Bye\Sign 2\IMG_20251104_095232.jpg,Bye
D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251106_231155.jpg,D:\Capstone\Final Pictures\Bye\Sign 2\IMG_20251108_102823.jpg,Bye
D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251106_230501.jpg,D:\Capstone\Final Pictures\Bye\Sign 2\IMG_20251108_115453.jpg,Bye
D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251108_120706.jpg,D:\Capstone\Final Pictures\Bye\Sign 2\IMG_20251108_115333.jpg,Bye
D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251106_225455.jpg,D:\Capstone\Final Pictures\Bye\Sign 2\IMG_20251104_094801.jpg,Bye
D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251106_232643.jpg,D:\Capstone\Final Pictures\Bye\Sign 2\IMG_20251106_213817.jpg,Bye
D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251104_102312.jpg,D:\Capstone\Final Pictures\Bye\Sign 2\IMG_20251106_215932.jpg,Bye
D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251107_232353.jpg,D:\Capstone\Final Pictures\Bye\Sign 2\IMG_20251106_231200.jpg,Bye
D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251106_230015.jpg,D:\Capstone\Final Pictures\Bye\Sign 2\IMG_20251104_101558.jpg,Bye
D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251104_101214.jpg,D:\Capstone\Final Pictures\Bye\Sign 2\IMG_20251108_103806.jpg,Bye
D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251104_101754.jpg,D:\Capstone\Final Pictures\Bye\Sign 2\IMG_20251104_101053.jpg,Bye
D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251108_105604.jpg,D:\Capstone\Final Pictures\Bye\Sign 2\IMG_20251106_225641.jpg,Bye
D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251106_220407.jpg,D:\Capstone\Final Pictures\Bye\Sign 2\IMG_20251108_104955.jpg,Bye
D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251104_094756.jpg,D:\Capstone\Final Pictures\Bye\Sign 2\IMG_20251106_221237.jpg,Bye
D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251107_190741.jpg,D:\Capstone\Final Pictures\Bye\Sign 2\IMG_20251104_095908.jpg,Bye
D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251108_120600.jpg,D:\Capstone\Final Pictures\Bye\Sign 2\IMG_20251104_101228.jpg,Bye
D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251106_214337.jpg,D:\Capstone\Final Pictures\Bye\Sign 2\IMG_20251106_215147.jpg,Bye
D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251108_121048.jpg,D:\Capstone\Final Pictures\Bye\Sign 2\IMG_20251106_225639.jpg,Bye
D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251106_232638.jpg,D:\Capstone\Final Pictures\Bye\Sign 2\IMG_20251108_115605.jpg,Bye
D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251107_190531.jpg,D:\Capstone\Final Pictures\Bye\Sign 2\IMG_20251107_232157.jpg,Bye
D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251108_110209.jpg,D:\Capstone\Final Pictures\Bye\Sign 2\IMG_20251107_232503.jpg,Bye
D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251107_230639.jpg,D:\Capstone\Final Pictures\Bye\Sign 2\IMG_20251107_230929.jpg,Bye
D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251104_102045.jpg,D:\Capstone\Final Pictures\Bye\Sign 2\IMG_20251107_231313.jpg,Bye
D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251107_231035.jpg,D:\Capstone\Final Pictures\Bye\Sign 2\IMG_20251106_221009.jpg,Bye
D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251104_101621.jpg,D:\Capstone\Final Pictures\Bye\Sign 2\IMG_20251104_102006.jpg,Bye
D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251104_095508.jpg,D:\Capstone\Final Pictures\Bye\Sign 2\IMG_20251104_101727.jpg,Bye
D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251104_102138.jpg,D:\Capstone\Final Pictures\Bye\Sign 2\IMG_20251106_221301.jpg,Bye
D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251108_120601.jpg,D:\Capstone\Final Pictures\Bye\Sign 2\IMG_20251107_232358.jpg,Bye
D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251108_104040.jpg,D:\Capstone\Final Pictures\Bye\Sign 2\IMG_20251104_102423.jpg,Bye
D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251106_220143.jpg,D:\Capstone\Final Pictures\Bye\Sign 2\IMG_20251108_105846.jpg,Bye
D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251104_101549.jpg,D:\Capstone\Final Pictures\Bye\Sign 2\IMG_20251107_230759.jpg,Bye
D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251107_232502.jpg,D:\Capstone\Final Pictures\Bye\Sign 2\IMG_20251107_192020.jpg,Bye
D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251107_190017.jpg,D:\Capstone\Final Pictures\Bye\Sign 2\IMG_20251104_095515.jpg,Bye
D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251107_231036.jpg,D:\Capstone\Final Pictures\Bye\Sign 2\IMG_20251106_231158.jpg,Bye
D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251108_103313.jpg,D:\Capstone\Final Pictures\Bye\Sign 2\IMG_20251104_095711.jpg,Bye
D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251107_231413.jpg,D:\Capstone\Final Pictures\Bye\Sign 2\IMG_20251108_115218.jpg,Bye
D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251107_232154.jpg,D:\Capstone\Final Pictures\Bye\Sign 2\IMG_20251107_190535.jpg,Bye
D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251107_191801.jpg,D:\Capstone\Final Pictures\Bye\Sign 2\IMG_20251107_190023.jpg,Bye
D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251107_230756.jpg,D:\Capstone\Final Pictures\Bye\Sign 2\IMG_20251104_101724.jpg,Bye
D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251107_230641.jpg,D:\Capstone\Final Pictures\Bye\Sign 2\IMG_20251107_232156.jpg,Bye
D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251104_102000.jpg,D:\Capstone\Final Pictures\Bye\Sign 2\IMG_20251106_230022.jpg,Bye
D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251107_190301.jpg,D:\Capstone\Final Pictures\Bye\Sign 2\IMG_20251104_094450.jpg,Bye
D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251107_232050.jpg,D:\Capstone\Final Pictures\Bye\Sign 2\IMG_20251104_102514.jpg,Bye
D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251108_115559.jpg,D:\Capstone\Final Pictures\Bye\Sign 2\IMG_20251104_095520.jpg,Bye
D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251107_190928.jpg,D:\Capstone\Final Pictures\Bye\Sign 2\IMG_20251108_105613.jpg,Bye
D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251104_101719.jpg,D:\Capstone\Final Pictures\Bye\Sign 2\IMG_20251104_101801.jpg,Bye
D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251106_231310.jpg,D:\Capstone\Final Pictures\Bye\Sign 2\IMG_20251104_100639.jpg,Bye
D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251106_215930.jpg,D:\Capstone\Final Pictures\Bye\Sign 2\IMG_20251106_220146.jpg,Bye
D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251107_185819.jpg,D:\Capstone\Final Pictures\Bye\Sign 2\IMG_20251106_221303.jpg,Bye
D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251107_185820.jpg,D:\Capstone\Final Pictures\Bye\Sign 2\IMG_20251106_215933.jpg,Bye
D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251104_102413.jpg,D:\Capstone\Final Pictures\Bye\Sign 2\IMG_20251106_213822.jpg,Bye
D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251108_120927_1.jpg,D:\Capstone\Final Pictures\Bye\Sign 2\IMG_20251106_232341.jpg,Bye
D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251104_095856.jpg,D:\Capstone\Final Pictures\Bye\Sign 2\IMG_20251106_232512.jpg,Bye
D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251107_232258.jpg,D:\Capstone\Final Pictures\Bye\Sign 2\IMG_20251106_215143.jpg,Bye
D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251104_101023.jpg,D:\Capstone\Final Pictures\Bye\Sign 2\IMG_20251108_115844.jpg,Bye
D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251106_230505.jpg,D:\Capstone\Final Pictures\Bye\Sign 2\IMG_20251107_190138.jpg,Bye
D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251106_225415.jpg,D:\Capstone\Final Pictures\Bye\Sign 2\IMG_20251104_101554.jpg,Bye
D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251107_191626.jpg,D:\Capstone\Final Pictures\Bye\Sign 2\IMG_20251106_232647.jpg,Bye
D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251104_095016.jpg,D:\Capstone\Final Pictures\Bye\Sign 2\IMG_20251107_190307.jpg,Bye
D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251107_230924.jpg,D:\Capstone\Final Pictures\Bye\Sign 2\IMG_20251107_190745.jpg,Bye
D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251104_102135.jpg,D:\Capstone\Final Pictures\Bye\Sign 2\IMG_20251106_225501.jpg,Bye
D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251106_232640.jpg,D:\Capstone\Final Pictures\Bye\Sign 2\IMG_20251108_120711.jpg,Bye
D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251106_215509.jpg,D:\Capstone\Final Pictures\Bye\Sign 2\IMG_20251106_215515.jpg,Bye
D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251108_115721.jpg,D:\Capstone\Final Pictures\Bye\Sign 2\IMG_20251106_230747.jpg,Bye
D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251106_215928.jpg,D:\Capstone\Final Pictures\Bye\Sign 2\IMG_20251107_231037.jpg,Bye
D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251104_100305.jpg,D:\Capstone\Final Pictures\Bye\Sign 2\IMG_20251108_121156.jpg,Bye
D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251106_220145.jpg,D:\Capstone\Final Pictures\Bye\Sign 2\IMG_20251104_101842.jpg,Bye
D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251104_095900.jpg,D:\Capstone\Final Pictures\Bye\Sign 2\IMG_20251108_120606.jpg,Bye
D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251104_100631.jpg,D:\Capstone\Final Pictures\Bye\Sign 2\IMG_20251106_225505.jpg,Bye
D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251108_103449.jpg,D:\Capstone\Final Pictures\Bye\Sign 2\IMG_20251106_220411.jpg,Bye
D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251107_192014.jpg,D:\Capstone\Final Pictures\Bye\Sign 2\IMG_20251106_232343.jpg,Bye
D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251104_101834.jpg,D:\Capstone\Final Pictures\Bye\Sign 2\IMG_20251107_232507.jpg,Bye
D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251104_101546.jpg,D:\Capstone\Final Pictures\Bye\Sign 2\IMG_20251104_100643.jpg,Bye
D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251108_120705.jpg,D:\Capstone\Final Pictures\Bye\Sign 2\IMG_20251107_190933.jpg,Bye
D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251106_215131.jpg,D:\Capstone\Final Pictures\Bye\Sign 2\IMG_20251106_221740.jpg,Bye
D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251106_221233.jpg,D:\Capstone\Final Pictures\Bye\Sign 2\IMG_20251107_190931.jpg,Bye
D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251107_190926.jpg,D:\Capstone\Final Pictures\Bye\Sign 2\IMG_20251108_115337.jpg,Bye
D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251106_213755.jpg,D:\Capstone\Final Pictures\Bye\Sign 2\IMG_20251104_100727.jpg,Bye
D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251104_094353.jpg,D:\Capstone\Final Pictures\Bye\Sign 2\IMG_20251108_103149.jpg,Bye
D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251106_230950.jpg,D:\Capstone\Final Pictures\Bye\Sign 2\IMG_20251104_101046.jpg,Bye
D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251107_232153.jpg,D:\Capstone\Final Pictures\Bye\Sign 2\IMG_20251104_101044.jpg,Bye
D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251106_221512.jpg,D:\Capstone\Final Pictures\Bye\Sign 2\IMG_20251108_104045.jpg,Bye
D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251107_231154.jpg,D:\Capstone\Final Pictures\Bye\Sign 2\IMG_20251104_100319.jpg,Bye
D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251106_220406.jpg,D:\Capstone\Final Pictures\Bye\Sign 2\IMG_20251106_220641.jpg,Bye
D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251108_120930.jpg,D:\Capstone\Final Pictures\Bye\Sign 2\IMG_20251106_230954.jpg,Bye
D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251108_103917.jpg,D:\Capstone\Final Pictures\Bye\Sign 2\IMG_20251107_190306.jpg,Bye
D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251106_225417.jpg,D:\Capstone\Final Pictures\Bye\Sign 2\IMG_20251104_101631.jpg,Bye
D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251106_221509.jpg,D:\Capstone\Final Pictures\Bye\Sign 2\IMG_20251104_095023.jpg,Bye
D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251104_101717.jpg,D:\Capstone\Final Pictures\Bye\Sign 2\IMG_20251108_103316.jpg,Bye
D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251104_095222.jpg,D:\Capstone\Final Pictures\Bye\Sign 2\IMG_20251106_231317.jpg,Bye
D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251104_095505.jpg,D:\Capstone\Final Pictures\Bye\Sign 2\IMG_20251104_094131.jpg,Bye
D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251107_231307.jpg,D:\Capstone\Final Pictures\Bye\Sign 2\IMG_20251108_105609.jpg,Bye
D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251104_101624.jpg,D:\Capstone\Final Pictures\Bye\Sign 2\IMG_20251108_105851.jpg,Bye
D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251108_115331.jpg,D:\Capstone\Final Pictures\Bye\Sign 2\IMG_20251104_102324.jpg,Bye
D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251104_101831.jpg,D:\Capstone\Final Pictures\Bye\Sign 2\IMG_20251107_190536.jpg,Bye
D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251104_102309.jpg,D:\Capstone\Final Pictures\Bye\Sign 2\IMG_20251104_102147.jpg,Bye
D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251106_221731.jpg,D:\Capstone\Final Pictures\Bye\Sign 2\IMG_20251106_214721.jpg,Bye
D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251106_225634.jpg,D:\Capstone\Final Pictures\Bye\Sign 2\IMG_20251108_120932.jpg,Bye
D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251106_230744.jpg,D:\Capstone\Final Pictures\Bye\Sign 2\IMG_20251106_230025.jpg,Bye
D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251104_095219.jpg,D:\Capstone\Final Pictures\Bye\Sign 2\IMG_20251104_101626.jpg,Bye
D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251104_101924.jpg,D:\Capstone\Final Pictures\Bye\Sign 2\IMG_20251108_103622.jpg,Bye
D:\Capstone\Final Pictures\Good Morning\Sign 1\IMG_20251106_214650.jpg,D:\Capstone\Final Pictures\Good Morning\Sign 2\IMG_20251106_213724_aug.jpg,Good Morning
D:\Capstone\Final Pictures\Good Morning\Sign 1\IMG_20251107_190128.jpg,D:\Capstone\Final Pictures\Good Morning\Sign 2\IMG_20251108_120558_aug.jpg,Good Morning
D:\Capstone\Final Pictures\Good Morning\Sign 1\IMG_20251107_191906.jpg,D:\Capstone\Final Pictures\Good Morning\Sign 2\IMG_20251108_103615_aug.jpg,Good Morning
D:\Capstone\Final Pictures\Good Morning\Sign 1\IMG_20251106_214326.jpg,D:\Capstone\Final Pictures\Good Morning\Sign 2\IMG_20251104_100124_aug.jpg,Good Morning
D:\Capstone\Final Pictures\Good Morning\Sign 1\IMG_20251107_191620.jpg,D:\Capstone\Final Pictures\Good Morning\Sign 2\IMG_20251108_120556_aug.jpg,Good Morning
D:\Capstone\Final Pictures\Good Morning\Sign 1\IMG_20251104_101207.jpg,D:\Capstone\Final Pictures\Good Morning\Sign 2\IMG_20251107_190010_aug.jpg,Good Morning
D:\Capstone\Final Pictures\Good Morning\Sign 1\IMG_20251106_215920.jpg,D:\Capstone\Final Pictures\Good Morning\Sign 2\IMG_20251108_120925_aug.jpg,Good Morning
D:\Capstone\Final Pictures\Good Morning\Sign 1\IMG_20251107_230919.jpg,D:\Capstone\Final Pictures\Good Morning\Sign 2\IMG_20251104_102039_aug.jpg,Good Morning
D:\Capstone\Final Pictures\Good Morning\Sign 1\IMG_20251107_191050.jpg,D:\Capstone\Final Pictures\Good Morning\Sign 2\IMG_20251107_190735_aug.jpg,Good Morning
D:\Capstone\Final Pictures\Good Morning\Sign 1\IMG_20251108_105837.jpg,D:\Capstone\Final Pictures\Good Morning\Sign 2\IMG_20251107_231410_aug.jpg,Good Morning
D:\Capstone\Final Pictures\Good Morning\Sign 1\IMG_20251104_102301.jpg,D:\Capstone\Final Pictures\Good Morning\Sign 2\IMG_20251108_121045_aug.jpg,Good Morning
D:\Capstone\Final Pictures\Good Morning\Sign 1\IMG_20251104_094730.jpg,D:\Capstone\Final Pictures\Good Morning\Sign 2\IMG_20251106_232335_aug.jpg,Good Morning
D:\Capstone\Final Pictures\Good Morning\Sign 1\IMG_20251108_103913.jpg,D:\Capstone\Final Pictures\Good Morning\Sign 2\IMG_20251104_102447_aug.jpg,Good Morning
