word,part,filepath
Bye,Sign 1,D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251104_101621.jpg
Bye,Sign 1,D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251104_101624.jpg
Bye,Sign 1,D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251104_101717.jpg
Bye,Sign 1,D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251104_101719.jpg
Bye,Sign 1,D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251104_101754.jpg
Bye,Sign 1,D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251104_101756.jpg
Bye,Sign 1,D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251104_101831.jpg
Bye,Sign 1,D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251104_101834.jpg
Bye,Sign 1,D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251104_101920.jpg
Bye,Sign 1,D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251104_101924.jpg
Bye,Sign 1,D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251104_102000.jpg
Bye,Sign 1,D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251104_102003.jpg
Bye,Sign 1,D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251104_102045.jpg
Bye,Sign 1,D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251104_102048.jpg
Bye,Sign 1,D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251104_102135.jpg
Bye,Sign 1,D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251104_102138.jpg
Bye,Sign 1,D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251104_102309.jpg
Bye,Sign 1,D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251104_102312.jpg
Bye,Sign 1,D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251104_102413.jpg
Bye,Sign 1,D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251104_102415.jpg
Bye,Sign 1,D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251104_102453.jpg
Bye,Sign 1,D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251104_102458.jpg
Bye,Sign 1,D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251104_102541.jpg
Bye,Sign 1,D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251104_102544.jpg
Bye,Sign 1,D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251104_102545.jpg
Bye,Sign 1,D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251106_213749.jpg
Bye,Sign 1,D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251106_213755.jpg
Bye,Sign 1,D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251106_214337.jpg
Bye,Sign 1,D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251106_214338.jpg
Bye,Sign 1,D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251106_214714.jpg
Bye,Sign 1,D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251106_214716.jpg
Bye,Sign 1,D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251106_215129.jpg
Bye,Sign 1,D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251106_215131.jpg
Bye,Sign 1,D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251106_215509.jpg
Bye,Sign 1,D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251106_215510.jpg
Bye,Sign 1,D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251106_215928.jpg
Bye,Sign 1,D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251106_215930.jpg
Bye,Sign 1,D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251106_220143.jpg
Bye,Sign 1,D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251106_220145.jpg
Bye,Sign 1,D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251106_220150.jpg
Bye,Sign 1,D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251106_220406.jpg
Bye,Sign 1,D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251106_220407.jpg
Bye,Sign 1,D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251106_220636.jpg
Bye,Sign 1,D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251106_220637.jpg
Bye,Sign 1,D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251106_221004.jpg
Bye,Sign 1,D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251106_221005.jpg
Bye,Sign 1,D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251106_221230.jpg
Bye,Sign 1,D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251106_221233.jpg
Bye,Sign 1,D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251106_221509.jpg
Bye,Sign 1,D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251106_221512.jpg
Bye,Sign 1,D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251106_221731.jpg
Bye,Sign 1,D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251106_221733.jpg
Bye,Sign 1,D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251106_225415.jpg
Bye,Sign 1,D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251106_225417.jpg
Bye,Sign 1,D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251106_225445.jpg
Bye,Sign 1,D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251106_225448.jpg
Bye,Sign 1,D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251106_225455.jpg
Bye,Sign 1,D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251106_225634.jpg
Bye,Sign 1,D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251106_225636.jpg
Bye,Sign 1,D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251106_225831.jpg
Bye,Sign 1,D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251106_225834.jpg
Bye,Sign 1,D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251106_230015.jpg
Bye,Sign 1,D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251106_230017.jpg
Bye,Sign 1,D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251106_230019.jpg
Bye,Sign 1,D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251106_230157.jpg
Bye,Sign 1,D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251106_230158.jpg
Bye,Sign 1,D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251106_230501.jpg
Bye,Sign 1,D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251106_230503.jpg
Bye,Sign 1,D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251106_230505.jpg
Bye,Sign 1,D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251106_230507.jpg
Bye,Sign 1,D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251106_230742.jpg
Bye,Sign 1,D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251106_230744.jpg
Bye,Sign 1,D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251106_230950.jpg
Bye,Sign 1,D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251106_230951.jpg
Bye,Sign 1,D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251106_231153.jpg
Bye,Sign 1,D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251106_231155.jpg
Bye,Sign 1,D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251106_231310.jpg
Bye,Sign 1,D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251106_231312.jpg
Bye,Sign 1,D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251106_232337.jpg
Bye,Sign 1,D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251106_232339.jpg
Bye,Sign 1,D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251106_232507.jpg
Bye,Sign 1,D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251106_232509.jpg
Bye,Sign 1,D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251106_232638.jpg
Bye,Sign 1,D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251106_232640.jpg
Bye,Sign 1,D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251106_232643.jpg
Bye,Sign 1,D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251107_185819.jpg
Bye,Sign 1,D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251107_185820.jpg
Bye,Sign 1,D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251107_190016.jpg
Bye,Sign 1,D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251107_190017.jpg
Bye,Sign 1,D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251107_190132.jpg
Bye,Sign 1,D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251107_190133.jpg
Bye,Sign 1,D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251107_190301.jpg
Bye,Sign 1,D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251107_190303.jpg
Bye,Sign 1,D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251107_190531.jpg
Bye,Sign 1,D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251107_190533.jpg
Bye,Sign 1,D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251107_190741.jpg
Bye,Sign 1,D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251107_190742.jpg
Bye,Sign 1,D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251107_190926.jpg
Bye,Sign 1,D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251107_190928.jpg
Bye,Sign 1,D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251107_191056.jpg
Bye,Sign 1,D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251107_191057.jpg
Bye,Sign 1,D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251107_191230.jpg
Bye,Sign 1,D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251107_191232.jpg
Bye,Sign 1,D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251107_191624.jpg
Bye,Sign 1,D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251107_191626.jpg
Bye,Sign 1,D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251107_191759.jpg
Bye,Sign 1,D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251107_191801.jpg
Bye,Sign 1,D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251107_191907.jpg
Bye,Sign 1,D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251107_191909.jpg
Bye,Sign 1,D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251107_192014.jpg
Bye,Sign 1,D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251107_192016.jpg
Bye,Sign 1,D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251107_230639.jpg
Bye,Sign 1,D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251107_230641.jpg
Bye,Sign 1,D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251107_230754.jpg
Bye,Sign 1,D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251107_230756.jpg
Bye,Sign 1,D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251107_230924.jpg
Bye,Sign 1,D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251107_230926.jpg
Bye,Sign 1,D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251107_231035.jpg
Bye,Sign 1,D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251107_231036.jpg
Bye,Sign 1,D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251107_231154.jpg
Bye,Sign 1,D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251107_231155.jpg
Bye,Sign 1,D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251107_231307.jpg
Bye,Sign 1,D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251107_231308.jpg
Bye,Sign 1,D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251107_231413.jpg
Bye,Sign 1,D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251107_231415.jpg
Bye,Sign 1,D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251107_231946.jpg
Bye,Sign 1,D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251107_231948.jpg
Bye,Sign 1,D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251107_232050.jpg
Bye,Sign 1,D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251107_232051.jpg
Bye,Sign 1,D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251107_232153.jpg
Bye,Sign 1,D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251107_232154.jpg
Bye,Sign 1,D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251107_232256.jpg
Bye,Sign 1,D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251107_232258.jpg
Bye,Sign 1,D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251107_232352.jpg
Bye,Sign 1,D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251107_232353.jpg
Bye,Sign 1,D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251107_232500.jpg
Bye,Sign 1,D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251107_232502.jpg
Bye,Sign 1,D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251108_102815.jpg
Bye,Sign 1,D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251108_102817.jpg
Bye,Sign 1,D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251108_103142.jpg
Bye,Sign 1,D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251108_103143.jpg
Bye,Sign 1,D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251108_103312.jpg
Bye,Sign 1,D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251108_103313.jpg
Bye,Sign 1,D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251108_103449.jpg
Bye,Sign 1,D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251108_103450.jpg
Bye,Sign 1,D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251108_103619.jpg
Bye,Sign 1,D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251108_103620.jpg
Bye,Sign 1,D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251108_103757.jpg
Bye,Sign 1,D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251108_103758.jpg
Bye,Sign 1,D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251108_103917.jpg
Bye,Sign 1,D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251108_103920.jpg
Bye,Sign 1,D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251108_104040.jpg
Bye,Sign 1,D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251108_104041.jpg
Bye,Sign 1,D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251108_104948.jpg
Bye,Sign 1,D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251108_104952.jpg
Bye,Sign 1,D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251108_105247.jpg
Bye,Sign 1,D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251108_105249.jpg
Bye,Sign 1,D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251108_105604.jpg
Bye,Sign 1,D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251108_105607.jpg
Bye,Sign 1,D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251108_105840.jpg
Bye,Sign 1,D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251108_105843.jpg
Bye,Sign 1,D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251108_110209.jpg
Bye,Sign 1,D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251108_110212.jpg
Bye,Sign 1,D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251108_115201.jpg
Bye,Sign 1,D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251108_115203.jpg
Bye,Sign 1,D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251108_115330.jpg
Bye,Sign 1,D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251108_115331.jpg
Bye,Sign 1,D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251108_115446.jpg
Bye,Sign 1,D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251108_115447.jpg
Bye,Sign 1,D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251108_115559.jpg
Bye,Sign 1,D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251108_115600.jpg
Bye,Sign 1,D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251108_115721.jpg
Bye,Sign 1,D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251108_115722.jpg
Bye,Sign 1,D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251108_115838.jpg
Bye,Sign 1,D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251108_120002.jpg
Bye,Sign 1,D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251108_120005.jpg
Bye,Sign 1,D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251108_120600.jpg
Bye,Sign 1,D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251108_120601.jpg
Bye,Sign 1,D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251108_120705.jpg
Bye,Sign 1,D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251108_120706.jpg
Bye,Sign 1,D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251108_120815.jpg
Bye,Sign 1,D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251108_120818.jpg
Bye,Sign 1,D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251108_120927_1.jpg
Bye,Sign 1,D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251108_120930.jpg
Bye,Sign 1,D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251108_121047.jpg
Bye,Sign 1,D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251108_121048.jpg
Bye,Sign 1,D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251108_121149.jpg
Bye,Sign 1,D:\Capstone\Final Pictures\Bye\Sign 1\IMG_20251108_121151.jpg
Bye,Sign 2,D:\Capstone\Final Pictures\Bye\Sign 2\IMG_20251104_094131.jpg
Bye,Sign 2,D:\Capstone\Final Pictures\Bye\Sign 2\IMG_20251104_094150.jpg
Bye,Sign 2,D:\Capstone\Final Pictures\Bye\Sign 2\IMG_20251104_094415.jpg
Bye,Sign 2,D:\Capstone\Final Pictures\Bye\Sign 2\IMG_20251104_094449.jpg
Bye,Sign 2,D:\Capstone\Final Pictures\Bye\Sign 2\IMG_20251104_094450.jpg
Bye,Sign 2,D:\Capstone\Final Pictures\Bye\Sign 2\IMG_20251104_094801.jpg
Bye,Sign 2,D:\Capstone\Final Pictures\Bye\Sign 2\IMG_20251104_094806.jpg
Bye,Sign 2,D:\Capstone\Final Pictures\Bye\Sign 2\IMG_20251104_095023.jpg
Bye,Sign 2,D:\Capstone\Final Pictures\Bye\Sign 2\IMG_20251104_095031.jpg
Bye,Sign 2,D:\Capstone\Final Pictures\Bye\Sign 2\IMG_20251104_095032.jpg
Bye,Sign 2,D:\Capstone\Final Pictures\Bye\Sign 2\IMG_20251104_095227.jpg
Bye,Sign 2,D:\Capstone\Final Pictures\Bye\Sign 2\IMG_20251104_095232.jpg
Bye,Sign 2,D:\Capstone\Final Pictures\Bye\Sign 2\IMG_20251104_095515.jpg
Bye,Sign 2,D:\Capstone\Final Pictures\Bye\Sign 2\IMG_20251104_095520.jpg
Bye,Sign 2,D:\Capstone\Final Pictures\Bye\Sign 2\IMG_20251104_095711.jpg
Bye,Sign 2,D:\Capstone\Final Pictures\Bye\Sign 2\IMG_20251104_095715.jpg
Bye,Sign 2,D:\Capstone\Final Pictures\Bye\Sign 2\IMG_20251104_095904.jpg
Bye,Sign 2,D:\Capstone\Final Pictures\Bye\Sign 2\IMG_20251104_095908.jpg
Bye,Sign 2,D:\Capstone\Final Pictures\Bye\Sign 2\IMG_20251104_100314.jpg
Bye,Sign 2,D:\Capstone\Final Pictures\Bye\Sign 2\IMG_20251104_100319.jpg
Bye,Sign 2,D:\Capstone\Final Pictures\Bye\Sign 2\IMG_20251104_100639.jpg
Bye,Sign 2,D:\Capstone\Final Pictures\Bye\Sign 2\IMG_20251104_100643.jpg
Bye,Sign 2,D:\Capstone\Final Pictures\Bye\Sign 2\IMG_20251104_100727.jpg
Bye,Sign 2,D:\Capstone\Final Pictures\Bye\Sign 2\IMG_20251104_100730.jpg
Bye,Sign 2,D:\Capstone\Final Pictures\Bye\Sign 2\IMG_20251104_100731.jpg
Bye,Sign 2,D:\Capstone\Final Pictures\Bye\Sign 2\IMG_20251104_101044.jpg
Bye,Sign 2,D:\Capstone\Final Pictures\Bye\Sign 2\IMG_20251104_101046.jpg
Bye,Sign 2,D:\Capstone\Final Pictures\Bye\Sign 2\IMG_20251104_101053.jpg
Bye,Sign 2,D:\Capstone\Final Pictures\Bye\Sign 2\IMG_20251104_101224.jpg
Bye,Sign 2,D:\Capstone\Final Pictures\Bye\Sign 2\IMG_20251104_101228.jpg
Bye,Sign 2,D:\Capstone\Final Pictures\Bye\Sign 2\IMG_20251104_101554.jpg
Bye,Sign 2,D:\Capstone\Final Pictures\Bye\Sign 2\IMG_20251104_101558.jpg
Bye,Sign 2,D:\Capstone\Final Pictures\Bye\Sign 2\IMG_20251104_101626.jpg
Bye,Sign 2,D:\Capstone\Final Pictures\Bye\Sign 2\IMG_20251104_101631.jpg
Bye,Sign 2,D:\Capstone\Final Pictures\Bye\Sign 2\IMG_20251104_101724.jpg
Bye,Sign 2,D:\Capstone\Final Pictures\Bye\Sign 2\IMG_20251104_101727.jpg
Bye,Sign 2,D:\Capstone\Final Pictures\Bye\Sign 2\IMG_20251104_101759.jpg
Bye,Sign 2,D:\Capstone\Final Pictures\Bye\Sign 2\IMG_20251104_101801.jpg
Bye,Sign 2,D:\Capstone\Final Pictures\Bye\Sign 2\IMG_20251104_101803.jpg
Bye,Sign 2,D:\Capstone\Final Pictures\Bye\Sign 2\IMG_20251104_101838.jpg
Bye,Sign 2,D:\Capstone\Final Pictures\Bye\Sign 2\IMG_20251104_101842.jpg
Bye,Sign 2,D:\Capstone\Final Pictures\Bye\Sign 2\IMG_20251104_101926.jpg
Bye,Sign 2,D:\Capstone\Final Pictures\Bye\Sign 2\IMG_20251104_101931.jpg
Bye,Sign 2,D:\Capstone\Final Pictures\Bye\Sign 2\IMG_20251104_102006.jpg
Bye,Sign 2,D:\Capstone\Final Pictures\Bye\Sign 2\IMG_20251104_102011.jpg
Bye,Sign 2,D:\Capstone\Final Pictures\Bye\Sign 2\IMG_20251104_102053.jpg
Bye,Sign 2,D:\Capstone\Final Pictures\Bye\Sign 2\IMG_20251104_102100.jpg
Bye,Sign 2,D:\Capstone\Final Pictures\Bye\Sign 2\IMG_20251104_102142.jpg
Bye,Sign 2,D:\Capstone\Final Pictures\Bye\Sign 2\IMG_20251104_102147.jpg
Bye,Sign 2,D:\Capstone\Final Pictures\Bye\Sign 2\IMG_20251104_102316.jpg
Bye,Sign 2,D:\Capstone\Final Pictures\Bye\Sign 2\IMG_20251104_102324.jpg
Bye,Sign 2,D:\Capstone\Final Pictures\Bye\Sign 2\IMG_20251104_102419.jpg
Bye,Sign 2,D:\Capstone\Final Pictures\Bye\Sign 2\IMG_20251104_102423.jpg
Bye,Sign 2,D:\Capstone\Final Pictures\Bye\Sign 2\IMG_20251104_102510.jpg
Bye,Sign 2,D:\Capstone\Final Pictures\Bye\Sign 2\IMG_20251104_102514.jpg
Bye,Sign 2,D:\Capstone\Final Pictures\Bye\Sign 2\IMG_20251104_102546.jpg
Bye,Sign 2,D:\Capstone\Final Pictures\Bye\Sign 2\IMG_20251104_102551.jpg
Bye,Sign 2,D:\Capstone\Final Pictures\Bye\Sign 2\IMG_20251106_213817.jpg
Bye,Sign 2,D:\Capstone\Final Pictures\Bye\Sign 2\IMG_20251106_213822.jpg
Bye,Sign 2,D:\Capstone\Final Pictures\Bye\Sign 2\IMG_20251106_214343.jpg
Bye,Sign 2,D:\Capstone\Final Pictures\Bye\Sign 2\IMG_20251106_214348.jpg
Bye,Sign 2,D:\Capstone\Final Pictures\Bye\Sign 2\IMG_20251106_214719.jpg
